,Hotel_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Service_Rating,Value_Rating,Num_Reviews,Address,Amenities
220,Leo House ,147,4.0,4.5,4,4,4.5,842,"332 W 23rd St, New York City, NY 10011-2289","['Free High Speed Internet (WiFi)', 'Free internet', 'Bicycle rental', 'Baggage storage', 'Concierge', '24-hour front desk', 'Laundry service', 'Self-serve laundry', 'Wifi', 'Internet', 'Non-smoking hotel']"
221,Holiday Inn Express New York City Times Square ,91,4.0,4.5,4.5,4,4,2558,"343 West 39th Street, New York City, NY 10018-1401","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Laundry service']"
222,Travel Inn Hotel New York ,93,3.5,4.5,4,3.5,4,2009,"515 W 42nd St, New York City, NY 10036-6205","['Paid private parking on-site', 'Parking garage', 'Wifi', 'Pool', 'Video game console', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Secured parking', 'Parking', 'Paid wifi', 'Paid internet', 'Internet', 'Outdoor pool', 'ATM on site']"
223,Hotel 31 ,92,4.0,4.5,4.5,4,4,1755,"120 East 31 Street, New York City, NY 10016-6809","['Free High Speed Internet (WiFi)', 'Free internet', 'Taxi service', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Wifi', 'Public wifi', 'Internet']"
224,The Hotel @ New York City ,64,4.0,4.5,4,3.5,4,1835,"161 Lexington Ave, New York City, NY 10016-7305","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Breakfast available', 'Taxi service', 'Fax / photocopying', '24-hour security', 'Baggage storage', '24-hour check-in', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Laundry service']"
225,Orchard Street Hotel ,87,4.0,4.5,4.5,4.5,4,331,"163 Orchard St, New York City, NY 10002-2214","['Free High Speed Internet (WiFi)', 'Free internet', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Wifi', 'Public wifi', 'Internet', 'Express check-in / check-out', 'Private check-in / check-out']"
226,Hilton Garden Inn New York/Tribeca ,93,4.0,4.5,4.5,4.5,4,1773,"39 Avenue of the Americas, New York City, NY 10013-2201","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Paid private parking on-site', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Shops', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
227,6 Columbus - Central Park Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,90,4.0,4.5,4.5,4,4,1288,"308 W 58th St 6 Columbus, New York City, NY 10019-1804","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Bicycle rental', 'Babysitting', 'Business Center with Internet Access', 'Fax / photocopying', 'Massage', 'Parking garage', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Paid wifi', 'Internet', 'Restaurant', 'Breakfast in the room', 'Special diet menus', 'Rooftop bar', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Newspaper', 'Shops', 'Sun terrace', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
228,The Assemblage John Street ,135,4.5,5,5,4.5,4.5,141,"17 John St, New York City, NY 10038-4010","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Concierge', 'Dry cleaning', 'Laundry service', 'Free internet', 'Wifi', 'Public wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Banquet room', 'Meeting rooms', 'Non-smoking hotel', 'Self-serve laundry']"
229,Hotel St. James ,152,3.5,5,4,4,4,3189,"109 West 45th Street, New York City, NY 10036-4071","['Free internet', 'Wifi', 'Airport transportation', 'Taxi service', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Public wifi', 'Internet']"
230,Springhill Suites New York Manhattan/Times Square South ,82,4.0,4.5,4.5,4,4,153,"338 W 36th St, New York City, NY 10018-7598","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Business Center with Internet Access', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Free wired internet in the business center', 'Paid wifi', 'Internet', 'Bar / lounge', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Happy hour', 'Kid-friendly buffet', 'Snack bar', 'Wine / champagne', 'Vending machine', 'Car hire', 'Taxi service', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Convenience store', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Clothes dryer', 'Laundry service', 'Self-serve laundry', 'Washing machine']"
231,Heritage Hotel New York City ,168,3.5,4.5,4,3.5,4,1116,"18 W 25th St at 5th Avenue, New York City, NY 10010-2703","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Business Center with Internet Access', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Concierge', 'Newspaper', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Private check-in / check-out', 'Laundry service', 'Ironing service']"
232,Best Western Plus Hospitality House ,110,4.5,5,4.5,4.5,4.5,1379,"145 E 49th St, New York City, NY 10017-1210","['Free High Speed Internet (WiFi)', 'Free breakfast', 'Bicycle rental', ""Children's television networks"", 'Baggage storage', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Free internet', 'Wifi', 'Internet', 'Breakfast buffet', 'Non-smoking hotel', 'Laundry service']"
233,The Ridge Hotel ,141,4.0,4.5,4.5,4,4,613,"151 E Houston St, New York City, NY 10002-1004","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free internet', 'Fax / photocopying', 'Rooftop terrace', 'Baggage storage', '24-hour check-in', '24-hour front desk', 'Wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', 'Sun terrace']"
234,Towneplace Suites New York Manhattan / Times Square ,74,4.5,5,4.5,4.5,4,109,"324 W 44th St, New York City, NY 10036-5406","['Secured parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Kids stay free', ""Children's television networks"", 'Pets Allowed ( Dog / Pet Friendly )', 'Rooftop terrace', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Kid-friendly buffet', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
235,The Wall Street Inn ,110,4.5,4.5,4.5,4,4.5,630,"9 S William St, New York City, NY 10004-2412","['Free High Speed Internet (WiFi)', 'Free internet', 'Free breakfast', 'Business Center with Internet Access', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Wifi', 'Public wifi', 'Internet', 'Breakfast buffet']"
236,Ac Hotel New York Times Square ,129,4.0,4.5,4.5,4,4,398,"260 W 40th St, New York City, NY 10018","['Parking', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Banquet room', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Rooftop bar', 'Meeting rooms', 'Fax / photocopying', 'Rooftop terrace', 'Baggage storage', 'Convenience store', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning']"
237,Four Points By Sheraton Manhattan Midtown West ,89,4.5,4.5,4.5,4.5,4,243,"444 10th Ave, New York City, NY 10001-1405","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Taxi service', 'Business Center with Internet Access', 'Valet parking', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', 'Vending machine', '24-hour security', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
238,Mr. C Seaport ,169,4.5,4.5,5,4.5,4.5,155,"33 Peck Slip, New York City, NY 10038-1708","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Meeting rooms', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Free internet', 'Wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Doorperson', 'Dry cleaning', 'Laundry service', 'Ironing service']"
239,Courtyard New York Manhattan/Times Square ,143,4.0,5,4.5,4,4,1639,"114 W 40th St, New York City, NY 10018-2699","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Parking garage', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Convenience store', 'Gift shop', 'Non-smoking hotel', 'Shared lounge / TV area', 'ATM on site', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
240,St. Marks Hotel ,102,3.5,4.5,4,3.5,4,518,"2 Saint Marks Pl, New York City, NY 10003-8099","['Paid public parking nearby', 'Parking', 'Free High Speed Internet (WiFi)', 'Free internet', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Wifi', 'Internet', 'ATM on site']"
241,Hotel Scherman ,107,4.5,5,5,4.5,4.5,1372,"346 W. 46th Street, New York City, NY 10036-3881","['Free High Speed Internet (WiFi)', 'Free breakfast', 'Fax / photocopying', 'Baggage storage', 'Newspaper', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Free internet', 'Wifi', 'Internet', 'Bar / lounge', 'Restaurant', 'Breakfast buffet', 'Complimentary instant cofffee', 'Non-smoking hotel']"
242,West 57Th Street By Hilton Club - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,305,4.5,5,4.5,4.5,4,1776,"102 W 57th St, New York City, NY 10019-3302","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Babysitting', 'Business Center with Internet Access', 'Baggage storage', 'Concierge', '24-hour front desk', 'Paid public parking on-site', 'Paid private parking nearby', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
243,Hyatt Union Square New York ,193,4.5,5,4.5,4.5,4,2096,"134 4th Ave Union Square, New York City, NY 10003-4903","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycles available', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Banquet room', 'Parking garage', 'Street parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Special diet menus', 'Wine / champagne', 'Taxi service', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Umbrella', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
244,Hotel Mulberry ,109,4.5,4.5,4.5,4.5,4.5,696,"52 Mulberry St, New York City, NY 10013-4315","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free internet', 'Free breakfast', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Wifi', 'Public wifi', 'Internet', 'Vending machine']"
245,Springhill Suites New York Midtown Manhattan/Fifth Avenue ,113,4.5,4.5,4.5,4.5,4,1233,"25 W 37th St, New York City, NY 10018-6224","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Fax / photocopying', 'Convenience store', 'Non-smoking hotel', '24-hour front desk', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast buffet', 'Outdoor furniture', 'Shared lounge / TV area', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']"
246,The Allen Hotel ,97,4.0,4.5,5,4.5,4.5,127,"88 Allen St Corner of Broome Stree and Allen Street, New York City, NY 10002-3014","['Street parking', 'Free High Speed Internet (WiFi)', 'Coffee shop', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Free internet', 'Internet', 'Fax / photocopying', 'Non-smoking hotel', '24-hour front desk']"
247,Midtown Convention Center Hotel ,111,3.0,3.5,3.5,3.5,3.5,979,"522 W 38th St, New York City, NY 10018-1104","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Airport transportation', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Shared lounge / TV area', 'Express check-in / check-out']"
248,Four Seasons Hotel New York Downtown - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,650,4.5,4.5,5,4.5,4.5,686,"27 Barclay St, New York City, NY 10007-2706","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Conference facilities', 'Banquet room', 'Free internet', 'Wifi', 'Internet', 'Sauna', 'Indoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Facial treatments', 'Massage', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Shoeshine']"
249,Carnegie Hotel ,122,4.5,5,5,4.5,4.5,257,"160 W 56th St, New York City, NY 10019-3866","['Parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Fax / photocopying', 'Baggage storage', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast buffet', 'Wine / champagne', 'Vending machine', 'Newspaper', 'Non-smoking hotel']"
250,Washington Jefferson Hotel ,87,4.0,4.5,4.5,4,4,2140,"318 W 51st St, New York City, NY 10019-6499","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Breakfast available', 'Taxi service', '24-hour security', 'Baggage storage', '24-hour front desk', 'Private check-in / check-out', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Ironing service']"
251,Holiday Inn Express New York City-Wall Street ,87,4.0,4,4,4,4,644,"126 Water St, New York City, NY 10005-1615","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Fax / photocopying', 'Concierge', 'Newspaper', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
252,Hampton Inn Manhattan / Downtown - Financial District ,98,4.0,4.5,4.5,4.5,4,800,"32 Pearl St, New York City, NY 10004-2111","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Business Center with Internet Access', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Parking garage', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Breakfast buffet', 'Kid-friendly buffet', 'Vending machine', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
253,Fairfield Inn & Suites New York Manhattan/Central Park ,99,4.0,4,4.5,4.5,4.5,433,"538 W 58th St, New York City, NY 10019-1004","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Baggage storage', 'Concierge', 'Paid public parking nearby', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Internet', 'Bar / lounge', 'Breakfast available', 'Breakfast buffet', 'Happy hour', 'Snack bar', 'Convenience store', 'Non-smoking hotel', 'Outdoor furniture', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
254,The Chatwal A Luxury Collection Hotel New York City - Updated 2020 Prices & Reviews - Tripadvisor,495,4.5,5,5,4.5,4,1408,"130 W 44th St, New York City, NY 10036-4011","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Bicycle rental', 'Conference facilities', 'Banquet room', 'Spa', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Sauna', 'Heated pool', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
255,The Gatsby Hotel ,87,4.0,4.5,4.5,4,4,165,"134 E Houston St, New York City, NY 10002-1018","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Internet']"
256,Lotte New York Palace - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,395,4.5,5,4.5,4.5,4,5652,"455 Madison Avenue, New York City, NY 10022-6845","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Valet parking', 'Paid private parking nearby', 'Parking', 'Paid wifi', 'Paid internet', 'Internet', 'Breakfast available', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Salon', '24-hour security', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
257,Four Points By Sheraton Manhattan Soho Village ,89,4.0,4.5,4.5,4.5,4,1083,"66 Charlton St, New York City, NY 10014-4601","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Fax / photocopying', 'Baggage storage', 'Newspaper', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast in the room', 'Vending machine', 'Non-smoking hotel', 'Outdoor furniture', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
258,Americana Inn ,104,3.5,4.5,4,3.5,4,820,"69 W 38th St, New York City, NY 10018-5512","['Paid wifi', 'Paid internet', 'Snack bar', 'Vending machine', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Internet', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area']"
259,Holiday Inn Manhattan 6Th Ave - Chelsea - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,76,3.5,4.5,4,4,3.5,1575,"125 West 26th Street, New York City, NY 10001-6802","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Fax / photocopying', 'Baggage storage', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Coffee shop', 'Restaurant', 'Breakfast in the room', 'Vending machine', 'Concierge', 'Newspaper', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
260,New York Marriott Downtown ,151,4.0,4,4.5,4,4,2141,"85 West Street at Albany Street, New York City, NY 10006","['Parking', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
261,City Rooms Nyc - Times Square ,64,4.0,5,4,4.5,4,85,"765 8th Ave, New York City, NY 10036-7005","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Children Activities (Kid / Family Friendly)', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Laundry service', 'Public wifi', 'Internet']"
262,Ac Hotel New York Downtown ,115,4.5,4.5,5,4.5,4.5,149,"151 Maiden Ln, New York City, NY 10038-4930","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Kids stay free', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Parking', 'Free internet', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Fax / photocopying', 'Convenience store', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
263,Eurostars Wall Street ,85,3.5,4,3.5,4,3.5,382,"129 Front St, New York City, NY 10005-1636","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Fax / photocopying', 'Baggage storage', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', 'Laundry service']"
264,The St. Regis New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,725,4.5,5,5,4.5,4,1113,"Two East 55th Street, at Fifth Avenue, New York City, NY 10022","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Airport transportation', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Paid public parking on-site', 'Paid private parking nearby', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Car hire', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Shoeshine']"
265,Courtyard New York Manhattan/Chelsea ,134,4.5,4.5,4.5,4.5,4,1114,"135 W 30th St, New York City, NY 10001-4012","['Electric vehicle charging station', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Coffee shop', 'Taxi service', 'Conference facilities', 'Meeting rooms', 'Baggage storage', 'Valet parking', 'Paid private parking nearby', 'Parking', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', 'Snack bar', 'Fax / photocopying', 'Concierge', 'Convenience store', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']"
266,Citadines Connect Fifth Avenue New York ,122,3.5,5,4.5,4,4,165,"15 W 45th St, New York City, NY 10036-4904","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Airport transportation', 'Fax / photocopying', 'Baggage storage', 'Concierge', '24-hour front desk', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast buffet', 'Vending machine', 'Newspaper', 'Non-smoking hotel', 'Express check-in / check-out', 'Laundry service', 'Ironing service']"
267,The Central Park North ,69,3.5,4,4,3.5,3.5,99,"137 W 111th St, New York City, NY 10026-4207","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free internet', 'Car hire', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', 'Express check-in / check-out', 'Wifi', 'Internet', 'Shared bathroom']"
268,Edge Hotel ,142,4.5,4.5,5,4.5,4.5,407,"514 W 168th St, New York City, NY 10032-4103","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Free internet', 'Wifi', 'Internet', 'Breakfast buffet', 'Non-smoking hotel', '24-hour front desk']"
269,"The Ritz-Carlton New York, Central Park - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor",745,4.5,5,5,4.5,4,1823,"50 Central Park South, New York City, NY 10019","['Paid private parking on-site', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle tours', 'Bowling offsite', 'Babysitting', ""Children's television networks"", 'Secured parking', 'Parking', 'Wifi', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Sauna', 'Restaurant', 'Breakfast available', ""Kids' meals"", 'Walking tours', 'Board games / puzzles', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Taxi service', 'Business Center with Internet Access', 'Meeting rooms', 'Fax / photocopying', 'Photo copier / fax In business center', 'Spa', 'Body wrap', 'Foot bath', 'Hand massage', 'Manicure', 'Massage', 'Neck massage', 'Pedicure', 'Waxing services', 'Baggage storage', 'Concierge', 'Currency exchange', 'Executive lounge access', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Butler service', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Shoeshine']"
270,Jazz On The Park ,53,3.5,4,3,3.5,3.5,614,"36 W 106th St, New York City, NY 10025-3805","['Free internet', 'Internet', 'Vending machine', 'Baggage storage', 'Non-smoking hotel', 'ATM on site', '24-hour front desk']"
271,Duane Street Hotel ,116,4.5,4.5,4.5,4.5,4,832,"130 Duane St, New York City, NY 10013-3808","['Valet parking', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Bicycle rental', 'Bicycles available', 'Kids stay free', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Paid private parking nearby', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', 'Happy hour', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
