,Airbnb_Or_Hotel,Listing_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Value_Rating,Num_Reviews,Address,Neighborhood,Amenities,Lat,Long
398,Hotel,Northern Lights Mansion - Prices & Lodging Reviews (New York City) - Tripadvisor,259,2.5,1.0,0.0,0.0,3,"210 W 122nd St, New York City, NY 10027-5408",0,[],40.8072086,-73.95061989999999
399,Hotel,Flushing Motel - Prices & Reviews (New York City) - Tripadvisor,90,3.5,5.0,4.5,4.0,7,"3450 Linden Pl, New York City, NY 11354-2825",0,"['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', '24-hour front desk']",40.7652234,-73.8312704
401,Hotel,The Mercer Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,525,4.0,5.0,4.5,3.5,333,"147 Mercer St at Prince St, New York City, NY 10012-3203",0,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Business Center with Internet Access', 'Fax / photocopying', 'Massage', 'Paid public parking on-site', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Car hire', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service', 'Shoeshine']",40.7248889,-73.9985375
403,Hotel,The Nomad Suites - Prices & Lodging Reviews (New York City) - Tripadvisor,129,0.0,0.0,0.0,0.0,0,"38 W 31st St, New York City, NY 10001-4498",0,[],40.747211,-73.9878074
404,Hotel,Midtown East Apartments - Prices & Specialty Inn Reviews (New York City) - Tripadvisor,215,1.0,0.0,0.0,0.0,1,"313 E 54th St, New York City, NY 10022-4901",0,['Children Activities (Kid / Family Friendly)'],40.7572646,-73.96594929999999
405,Hotel,La Quinta Inn & Suites Manhattan - Prices & Hotel Reviews (New York City) - Tripadvisor,71,3.5,5.0,5.0,0.0,3,"17 W 32nd St, New York City, NY 10001-3820",0,[],40.747819,-73.9865153
406,Hotel,Upper East Suites - Prices & Lodging Reviews (New York City) - Tripadvisor,400,0.0,0.0,0.0,0.0,0,"Intersection East 94 Street and 2nd Avenue, New York City, NY 10128",0,[],40.7829847,-73.9480761
410,Hotel,Ny Finest Luxury Apartment - Updated 2020 Prices & Lodging Reviews (New York City) - Tripadvisor,585,3.5,5.0,5.0,0.0,8,"475 W 41st St, New York City, NY 10036-6813",0,"['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']",40.7591072,-73.9952875
412,Hotel,Executive Class At Mts Hotel ,102,3.0,4.5,4.5,3.5,22,"790 7th Ave, New York City, NY 10019-6204",0,"['Free High Speed Internet (WiFi)', 'Internet', 'Children Activities (Kid / Family Friendly)']",40.76208099999999,-73.9828534
414,Hotel,Metro Midtown Suites New York ,112,2.0,4.5,1.5,2.5,42,"38 W 31st St, New York City, NY 10001-4403",0,"['Free internet', 'Non-smoking hotel', 'Clothes dryer', 'Washing machine']",40.747211,-73.9878074
755,Airbnb,City King,79,4.93,4.9,5.0,4.4,14,0,"New York, United States","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7127753,-74.0059728
756,Airbnb,A room in private house - 20-35 minutes  from NYC,24,4.66,4.5,4.8,4.9,187,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7177545,-74.0431435
757,Airbnb,"Cozy, comfort close to LaGuardia Airport",30,4.94,4.9,4.8,4.8,17,0,"East Elmhurst, New York, United States","['Free parking on premises', 'Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7737505,-73.8713099
758,Airbnb,"Private room in Queens, Ny # 1",26,4.89,4.9,4.9,4.9,168,0,"Queens, New York, United States","['Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking']",40.7282239,-73.7948516
759,Airbnb,Greatest Deal near EWR/NYC!,27,4.7,4.8,4.9,4.8,364,0,"Elizabeth, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating']",40.6639916,-74.2107006
760,Airbnb,Heart of Hell's Kitchen Private Mezzanine,68,4.69,4.8,4.8,4.9,138,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
761,Airbnb,Super Stylish & Spacious Manhattan Apartment,111,4.86,4.7,4.4,4.9,7,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
762,Airbnb,Kosy apt w modern new furniture in the heart of NY,123,4.32,4.5,4.4,4.7,38,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
763,Airbnb,HenzStay in Brooklyn,100,4.9,4.9,5.0,4.5,21,0,"Brooklyn, New York, United States","['Indoor fireplace', 'Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'Fire extinguisher']",40.6781784,-73.9441579
764,Airbnb,Brand New Apartment Earshot from NYC,65,4.83,4.8,4.9,5.0,54,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7177545,-74.0431435
765,Airbnb,"The Hotel @ New York City, Queen Bed",87,4.14,4.6,4.1,4.0,73,0,"New York, United States","['Elevator', 'Wifi', 'Cable TV', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']",40.7127753,-74.0059728
766,Airbnb,Home away from home,65,5.0,4.8,5.0,5.0,6,0,"Brooklyn, New York, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'First aid kit']",40.6781784,-73.9441579
767,Airbnb,Sunny Studio Apartment on Upper East Side,150,4.83,4.9,4.9,5.0,42,0,"New York, United States","['Indoor fireplace', 'Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating']",40.7127753,-74.0059728
768,Airbnb,Williamsburg private clean cozy RM,60,4.73,4.6,4.8,4.9,229,0,"New York , New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Smoke alarmSmoke alarm']",40.7127753,-74.0059728
769,Airbnb,Beautifully modern Madison Avenue luxury building,118,0.0,0.0,0.0,0.0,0,0,"Manhattan, New York, United States","['Elevator', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7830603,-73.9712488
770,Airbnb,Jersey City Heights Apartment,102,4.89,4.9,4.9,4.9,72,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7177545,-74.0431435
771,Airbnb,Private Room Walking to Time Square,85,4.26,4.3,4.6,4.3,31,0,"New York, United States","['Kitchen', 'Wifi', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Lock on bedroom door', 'Carbon monoxide alarm']",40.7127753,-74.0059728
772,Airbnb,Artistic NEW LOFT 4 br/2 bath in Times Sq,387,4.59,4.7,4.6,4.7,92,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
773,Airbnb,Private 4 BR apartment 25 mins from NYC!!,130,4.83,4.5,5.0,5.0,18,0,"Bayonne, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'Carbon monoxide alarm']",40.6687141,-74.1143091
774,Airbnb,City Queen – Terrace ADA,79,0.0,0.0,0.0,0.0,0,0,"New York, United States","['Elevator', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7127753,-74.0059728
775,Airbnb,The Best Place In Brklyn - Close To Manhattan,50,4.33,4.3,4.3,4.3,6,0,"Brooklyn, New York, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.6781784,-73.9441579
776,Airbnb,Beautiful Sunny Small Room,50,4.65,4.7,4.8,4.9,270,0,"Brooklyn , New York, United States","['Kitchen', 'Wifi', 'Iron', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'First aid kit', 'Smoke alarm']",40.6781784,-73.9441579
777,Airbnb,Stunning 3 Bedroom Home minutes away from NYC,99,4.53,4.6,4.7,4.7,95,0,"West New York, New Jersey, United States","['Indoor fireplace', 'Kitchen', 'Wifi', 'Cable TV', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7878788,-74.0143064
778,Airbnb,Daily sanitized Entire Private Suite near NYC!!,55,4.69,4.5,4.6,4.8,16,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning']",40.7177545,-74.0431435
779,Airbnb,"Modern, spacious, private 3 BR home close to NYC",161,4.97,5.0,5.0,5.0,139,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7177545,-74.0431435
780,Airbnb,Williamsburg private clean cozy RM,60,4.73,4.6,4.8,4.9,229,0,"New York , New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Smoke alarmSmoke alarm']",40.7127753,-74.0059728
781,Airbnb,Private Room Walking to Time Square,85,4.26,4.3,4.6,4.3,31,0,"New York, United States","['Kitchen', 'Wifi', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Lock on bedroom door', 'Carbon monoxide alarm', 'Smoke alarm']",40.7127753,-74.0059728
782,Airbnb,"Big apartment, comfy - calm bedroom",72,4.86,4.9,4.9,4.8,137,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Smoke alarmSmoke alarm']",40.7127753,-74.0059728
783,Airbnb,Large 1 Bedroom Three Blocks from Central Park,65,4.74,4.6,4.9,4.9,156,0,"New York, United States","['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
784,Airbnb,A neat bedroom in a cozy 3-bedroom apartment,75,4.96,5.0,5.0,5.0,113,0,"New York, United States","['Kitchen', 'Wifi', 'Breakfast', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7127753,-74.0059728
785,Airbnb,Charming and Trendy Brownstone near Train,885,4.91,4.8,5.0,4.9,34,0,"Brooklyn, New York, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']",40.6781784,-73.9441579
786,Airbnb,Modern Apt. 15 min to Manhattan/NYC-Free Parking-,105,4.51,4.7,4.5,4.8,48,0,"North Bergen, New Jersey, United States","['Free parking on premises', 'Kitchen', 'Wifi', 'Cable TV', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.8042674,-74.012084
787,Airbnb,Room for one at Stella's place,25,4.99,5.0,5.0,5.0,79,0,"The Bronx, New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.8447819,-73.8648268
788,Airbnb,new sunshine room in chinatown train F is around,82,4.77,4.9,4.9,4.8,384,0,"New York, United States","['Wifi', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Lock on bedroom door', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']",40.7127753,-74.0059728
789,Airbnb,Large Private Suite in the Heart of Midtown,191,3.85,4.1,3.8,4.2,198,0,"New York, United States","['Elevator', 'Gym', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hair dryer']",40.7127753,-74.0059728
790,Airbnb,City Queen,91,4.77,4.9,4.9,4.8,13,0,"New York, United States","['Gym', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7127753,-74.0059728
791,Airbnb,Midtown Manhattan - Cozy Triple Room,159,4.75,5.0,5.0,5.0,4,0,"New York, United States","['Wifi', 'Breakfast', 'Cable TV', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
792,Airbnb,See the Battery in 5 Star Luxury with the Family.,177,5.0,5.0,5.0,5.0,3,0,"New York, United States","['Elevator', 'Gym', 'Wifi', 'Cable TV', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hair dryer', 'Essentials', 'Heating']",40.7127753,-74.0059728
793,Airbnb,City King,79,4.93,4.9,5.0,4.4,14,0,"New York, United States","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7127753,-74.0059728
794,Airbnb,"Cozy, comfort close to LaGuardia Airport",30,4.94,4.9,4.8,4.8,17,0,"East Elmhurst, New York, United States","['Free parking on premises', 'Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7737505,-73.8713099
795,Airbnb,A room in private house - 20-35 minutes  from NYC,24,4.66,4.5,4.8,4.9,187,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7177545,-74.0431435
796,Airbnb,"Private room in Queens, Ny # 1",26,4.89,4.9,4.9,4.9,168,0,"Queens, New York, United States","['Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Carbon monoxide alarm']",40.7282239,-73.7948516
797,Airbnb,Kosy apt w modern new furniture in the heart of NY,123,4.32,4.5,4.4,4.7,38,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
798,Airbnb,Heart of Hell's Kitchen Private Mezzanine,68,4.69,4.8,4.8,4.9,138,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
799,Airbnb,Greatest Deal near EWR/NYC!,27,4.7,4.8,4.9,4.8,364,0,"Elizabeth, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating']",40.6639916,-74.2107006
800,Airbnb,HenzStay in Brooklyn,100,4.9,4.9,5.0,4.5,21,0,"Brooklyn, New York, United States","['Indoor fireplace', 'Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'First aid kit']",40.6781784,-73.9441579
801,Airbnb,Brand New Apartment Earshot from NYC,65,4.83,4.8,4.9,5.0,54,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7177545,-74.0431435
802,Airbnb,Super Stylish & Spacious Manhattan Apartment,111,4.86,4.7,4.4,4.9,7,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
803,Airbnb,Sunny Studio Apartment on Upper East Side,150,4.83,4.9,4.9,5.0,42,0,"New York, United States","['Indoor fireplace', 'Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating']",40.7127753,-74.0059728
804,Airbnb,Big cheap room no heat  but has a lot of blankets,26,4.13,3.6,4.1,3.9,8,0,"Brooklyn , New York, United States","['Kitchen', 'Wifi', 'Hangers', 'Essentials', 'Carbon monoxide alarm', 'Lock on bedroom door', 'First aid kit', 'Smoke alarm', 'Fire extinguisher']",40.6781784,-73.9441579
805,Airbnb,"The Hotel @ New York City, Queen Bed",87,4.14,4.6,4.1,4.0,73,0,"New York, United States","['Elevator', 'Wifi', 'Cable TV', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']",40.7127753,-74.0059728
806,Airbnb,Jersey City Heights Apartment,102,4.89,4.9,4.9,4.9,72,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7177545,-74.0431435
807,Airbnb,Beautifully modern Madison Avenue luxury building,113,0.0,0.0,0.0,0.0,0,0,"Manhattan, New York, United States","['Elevator', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7830603,-73.9712488
808,Airbnb,Home away from home,65,5.0,4.8,5.0,5.0,6,0,"Brooklyn, New York, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'First aid kit']",40.6781784,-73.9441579
809,Airbnb,Artistic NEW LOFT 4 br/2 bath in Times Sq,387,4.59,4.7,4.6,4.7,92,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
810,Airbnb,50% off - TRAVEL like ROYALTY in NYC w/ Elevator,412,0.0,0.0,0.0,0.0,0,0,"New York, United States","['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer']",40.7127753,-74.0059728
811,Airbnb,Private 4 BR apartment 25 mins from NYC!!,130,4.83,4.5,5.0,5.0,18,0,"Bayonne, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking']",40.6687141,-74.1143091
812,Airbnb,City Queen – Terrace ADA,79,0.0,0.0,0.0,0.0,0,0,"New York, United States","['Elevator', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7127753,-74.0059728
813,Airbnb,The Best Place In Brklyn - Close To Manhattan,50,4.33,4.3,4.3,4.3,6,0,"Brooklyn, New York, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.6781784,-73.9441579
814,Airbnb,Beautiful Sunny Small Room,50,4.65,4.7,4.8,4.9,270,0,"Brooklyn , New York, United States","['Kitchen', 'Wifi', 'Iron', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Lock on bedroom door', 'Free street parking']",40.6781784,-73.9441579
815,Airbnb,Stunning 3 Bedroom Home minutes away from NYC,99,4.53,4.6,4.7,4.7,95,0,"West New York, New Jersey, United States","['Indoor fireplace', 'Kitchen', 'Wifi', 'Cable TV', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7878788,-74.0143064
816,Airbnb,Daily sanitized Entire Private Suite near NYC!!,55,4.69,4.5,4.6,4.8,16,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning']",40.7177545,-74.0431435
817,Airbnb,"Modern, spacious, private 3 BR home close to NYC",161,4.97,5.0,5.0,5.0,139,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7177545,-74.0431435
818,Airbnb,Williamsburg private clean cozy RM,60,4.73,4.6,4.8,4.9,229,0,"New York , New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Smoke alarmSmoke alarm']",40.7127753,-74.0059728
819,Airbnb,Private Room Walking to Time Square,85,4.26,4.3,4.6,4.3,31,0,"New York, United States","['Kitchen', 'Wifi', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Lock on bedroom door', 'Carbon monoxide alarm']",40.7127753,-74.0059728
820,Airbnb,"Big apartment, comfy - calm bedroom",72,4.86,4.9,4.9,4.8,137,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Smoke alarmSmoke alarm']",40.7127753,-74.0059728
821,Airbnb,Large 1 Bedroom Three Blocks from Central Park,65,4.74,4.6,4.9,4.9,156,0,"New York, United States","['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
822,Airbnb,A neat bedroom in a cozy 3-bedroom apartment,75,4.96,5.0,5.0,5.0,113,0,"New York, United States","['Kitchen', 'Wifi', 'Breakfast', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7127753,-74.0059728
823,Airbnb,Charming and Trendy Brownstone near Train,885,4.91,4.8,5.0,4.9,34,0,"Brooklyn, New York, United States","['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']",40.6781784,-73.9441579
824,Airbnb,Modern Apt. 15 min to Manhattan/NYC-Free Parking-,105,4.51,4.7,4.5,4.8,48,0,"North Bergen, New Jersey, United States","['Free parking on premises', 'Kitchen', 'Wifi', 'Cable TV', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.8042674,-74.012084
825,Airbnb,Room for one at Stella's place,25,4.99,5.0,5.0,5.0,79,0,"The Bronx, New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.8447819,-73.8648268
826,Airbnb,new sunshine room in chinatown train F is around,82,4.77,4.9,4.9,4.8,384,0,"New York, United States","['Wifi', 'Laptop-friendly workspace', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Lock on bedroom door', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']",40.7127753,-74.0059728
827,Airbnb,Large Private Suite in the Heart of Midtown,191,3.85,4.1,3.8,4.2,198,0,"New York, United States","['Elevator', 'Gym', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hair dryer']",40.7127753,-74.0059728
828,Airbnb,City Queen,91,4.77,4.9,4.9,4.8,13,0,"New York, United States","['Gym', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer']",40.7127753,-74.0059728
829,Airbnb,Midtown Manhattan - Cozy Triple Room,159,4.75,5.0,5.0,5.0,4,0,"New York, United States","['Wifi', 'Breakfast', 'Cable TV', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
830,Airbnb,See the Battery in 5 Star Luxury with the Family.,177,5.0,5.0,5.0,5.0,3,0,"New York, United States","['Elevator', 'Gym', 'Wifi', 'Cable TV', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hair dryer', 'Essentials', 'Heating']",40.7127753,-74.0059728
831,Airbnb,City King,79,4.93,4.9,5.0,4.4,14,0,"New York, United States","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7127753,-74.0059728
832,Airbnb,"Cozy, comfort close to LaGuardia Airport",30,4.94,4.9,4.8,4.8,17,0,"East Elmhurst, New York, United States","['Free parking on premises', 'Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers']",40.7737505,-73.8713099
833,Airbnb,A room in private house - 20-35 minutes  from NYC,24,4.66,4.5,4.8,4.9,187,0,"Jersey City, New Jersey, United States","['Kitchen', 'Wifi', 'Breakfast', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials']",40.7177545,-74.0431435
834,Airbnb,"Private room in Queens, Ny # 1",26,4.89,4.9,4.9,4.9,168,0,"Queens, New York, United States","['Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Building staff']",40.7282239,-73.7948516
835,Airbnb,Kosy apt w modern new furniture in the heart of NY,123,4.32,4.5,4.4,4.7,38,0,"New York, United States","['Kitchen', 'Wifi', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning']",40.7127753,-74.0059728
